test,intent,question,answer,counter
,Eel,Are most eels predators?,"Yes, most eels are predators.",317
,Finnish_language,Who wrote the first novel in Finnish?,Aleksis Kivi,318
,Finnish_language,When did Proto-Uralic language arrive in Finland?,Around 1900 BCE,319
,Finnish_language,What are characteristic features of Finnish?,Characteristic features of Finnish are vowel harmony and an agglutinative morphology.,320
,Finnish_language,Is Finnish threatened by English?,No,321
,Finnish_language,Is Finnish threatened by English?,"No, Finnish is not threatened by English.",322
,Finnish_language,Where is the Kven language spoken?,Norway,323
,Finnish_language,When did Proto-Uralic language arrive in Finland?,Proto-Uralic language arrived in Finland around 1900 BCE.,324
,Finnish_language,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,Since Finland's independence in 1917,325
,Finnish_language,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,The classification of dialects spoken outside of Finland has been a controversial issue since Finland's independence in 1917.,326
,Finnish_language,What book defined the official Finnish language?,The Dictionary of Contemporary Finnish,327
,Finnish_language,What book defined the official Finnish language?,The Dictionary of Contemporary Finnish defined the official Finnish language.,328
,Finnish_language,Who wrote the first novel in Finnish?,The first novel in Finnish was published by Aleksis Kivi.,329
,Finnish_language,Where is the Kven language spoken?,The Kven language is spoken in Northern Norway.,330
,Finnish_language,What are characteristic features of Finnish?,Vowel harmony and an agglutinative morphology,331
,Finnish_language,Is Finnish an official language of the European Union?,Yes,332
,Finnish_language,Are the dialects of Finnish divided into two groups?,Yes,333
,Finnish_language,Is Finnish an official language of the European Union?,"Yes, Finnish is an official language of the European Union.",334
,Finnish_language,Are the dialects of Finnish divided into two groups?,"Yes, the dialects of Finnish are divided into two groups.",335
,Flute,When was the pan flute used in Greece?,7th century BC,336
,Flute,What is the most basic form of the flute?,a flute can be an open tube which is blown like a bottle,337
,Flute,How can a flute's volume be increased?,A flute's volume can be increased by making its resonator and tone holes larger.,338
,Flute,How can a flute's volume be increased?,a flute's volume can generally be increased by making its resonator and tone holes larger,339
,Flute,Why is a police whistle very wide for its pitch?,A flute's volume can generally be increased by making its resonator and tone holes larger,340
,Flute,What are the two main varieties of Indian flutes?,Bansuri and the Venu or Pullanguzhal.,341
,Flute,How does a flute player change the pitch of the sound?,by opening and closing holes in the body of the instrument,342
,Flute,What is the earliest extant transverse flute?,Chi,343
,Flute,Where was the oldest flute ever discovered found?,Germany,344
,Flute,What is the earliest extant transverse flute?,it dates from 433 BC,345
,Flute,Why is a police whistle very wide for its pitch?,It's volume is high either because of its larger resonator or larger tone holes.,346
,Flute,What material is a chi flute fashioned from?,lacquered bamboo,347
,Flute,Are Western flutes simpler than Indian flutes?,no,348
,Flute,What is the most basic form of the flute?,Open tube which is blown like a bottle,349
,Flute,How does a flute player change the pitch of the sound?,Opening and closing holes in the body of the instrument,350
,Flute,When did concert flutes begin appearing in concert ensembles?,the 16th-century,351
,Flute,When was the pan flute used in Greece?,the 7th century BC,352
,Flute,What are the two main varieties of Indian flutes?,"The first, the Bansuri. The second, the Venu or Pullanguzhal",353
,Flute,How many main varieties of Indian flutes are currently used?,two,354
,Flute,Where was the oldest flute ever discovered found?,Various parts of Germany.,355
,Flute,When does a flute produce sound?,when a stream of air directed across a hole in the instrument creates a vibration of air at the hole,356
,Flute,When does a flute produce sound?,When a stream of air directed across a hole in the instrument creats a vibration of air at the hole.,357
,Flute,Do open-ended flutes have brighter timbres?,yes,358
,Flute,Has the flute been dated to prehistoric times?,yes,359
,Flute,Was the pan flute used in Greece?,yes,360
,Flute,Can a flute be played with several different air sources?,yes,361
,Flute,Do open-ended flutes have brighter timbres?,Yes.,362
,Flute,Are Western flutes simpler than Indian flutes?,Yes.,363
,Giant_Panda,How many different names did Chinese writings give to the panda?,20,364
,Giant_Panda,When was the Giant Panda's genome sequenced?,2009,365
,Giant_Panda,Where do Giant Pandas live?,a few mountain ranges in central china,366
,Giant_Panda,Is the population of wild Giant  Pandas growing?,"according to some reports, yes",367
,Giant_Panda,What are the two subspecies of giant pandas?,Ailuropoda melanoleuca melanoleuca and  Ailuropoda melanoleuca qinlingensis ,368
,Giant_Panda,What are the two subspecies of giant pandas?,"Ailuropoda melanoleuca melanoleuca and The Qinling Panda, Ailuropoda melanoleuca qinlingensis",369
,Giant_Panda,What foods do pandas eat?,bamboo,370
,Giant_Panda,What foods do pandas eat?,"bamboo, honeys, eggs, fish, yams, shrub leaves, oranges, and bananas",371
,Giant_Panda,Why is the Giant Panda an endangered species?,It is threatened by continued habitat loss and by a very low birthrate,372
,Giant_Panda,What is panda diplomacy?,Loans of Giant Pandas to American and Japanese zoos,373
,Giant_Panda,Do pandas hibernate?,no,374
,Giant_Panda,How long does it take for the panda cubs skin to turn gray?,One to two weeks,375
,Giant_Panda,How long does it take for the panda cubs skin to turn gray?,one to two weeks after birth,376
,Giant_Panda,Where do Giant Pandas live?,"Sichuan province, Shaanxi and Gansu provinces",377
,Giant_Panda,Why is the Giant Panda an endangered species?,threatened by habitat loss,378
,Giant_Panda,How many subspecies of the Giant Panda are there?,Two,379
,Giant_Panda,What family is the panda a part of?,Ursidae,380
,Giant_Panda,What family is the panda a part of?,Ursidae (bear),381
,Giant_Panda,Has the dragon historically served as China's national emblem?,yes,382
,Giant_Panda,Do giant pandas attack humans?,yes,383
,Giant_Panda,Is the Giant Panda a mammal?,yes,384
,Giant_Panda,Is the Giant Panda a terrestrial animal?,yes,385
,Giant_Panda,Is the Giant Panda an endangered species?,yes,386
,Giant_Panda,Is the Giant Panda a carnivore?,Yes,387
,Giant_Panda,Is the population of wild Giant  Pandas growing?,Yes but uncertain,388
,Guitar,How old is the oldest known representation of a guitar-like intrument being played?,"3,300 years old",389
,Guitar,Why are Harp Guitars difficult to classify?,as there are many variations within this type of guitar,390
,Guitar,Where is the headstock located?,At the end of the guitar.,391
,Guitar,Where is the headstock located?,end of the guitar neck furthest from the body,392
,Guitar,Which guitars use three single-coil pickups?,Fender Statocaster type guitars,393
,Guitar,Which guitars use three single-coil pickups?,Fender Stratocaster type guitars.,394
,Guitar,What is located at the end of the guitar neck furthest from the body?,Headstock,395
,Guitar,Whom are guitars made and repaired by?,luthiers,396
,Guitar,Whom are guitars made and repaired by?,Luthiers.,397
,Guitar,What are modern guitar strings constructed of?,"metal, polymers, animal or plant product materials",398
,Guitar,What are modern guitar strings constructed of?,"Metal, polymers, or animal or plant product materials.",399
,Guitar,What is the point called that is bolted or glued to the body of the guitar?,Neck Joint,400
,Guitar,What is the point called that is bolted or glued to the body of the guitar?,Neck joint or 'Heel',401
,Guitar,Is an acoustic guitar dependent on an external device?,No,402
,Guitar,Is an acoustic guitar dependent on an external device?,No.,403
,Guitar,How many strings does a guitar typically have?,Six,404
,Guitar,What is the bridge used for?,The transfer of string vibrations.,405
,Guitar,Why are Harp Guitars difficult to classify?,There are many variations within this type.,406
,Guitar,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,to standardise the instrument,407
,Guitar,What is the bridge used for?,transfer the vibration from the strings to the soundboard,408
,Guitar,What are most electric guitar bodies made of?,Wood,409
,Guitar,Is the battente smaller than a classical guitar?,Yes,410
,Guitar,Is the flamenco guitar similar to the classical guitar?,Yes,411
,Guitar,Is a guitar an instrument?,Yes,412
,Guitar,Can guitars be divided into two broad categories?,Yes,413
,Guitar,Do picks come in many shapes and sizes?,Yes,414
,Guitar,Is the battente smaller than a classical guitar?,Yes.,415
,Guitar,Is the flamenco guitar similar to the classical guitar?,Yes.,416
,Henri_Becquerel,When did he die?,1908,417
,Henri_Becquerel,What is the SI unit for radioactivity called?,becquerel,418
,Henri_Becquerel,Why did Bequerel win the Nobel Prize in Physics?,discovery of spontaneous radioactivity,419
,Henri_Becquerel,Where are there craters named Becquerel?,Moon and Mars,420
,Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways in 1892?,No,421
,Henri_Becquerel,Where are there craters named Becquerel?,on the moon and on mars,422
,Henri_Becquerel,Whom did he share the Nobel Prize with?,Pierre and Marie Curie,423
,Henri_Becquerel,What is the SI unit for radioactivity called?,the becquerel (Bq),424
,Henri_Becquerel,Why did Bequerel win the Nobel Prize in Physics?,was the discoverer of radioactivity,425
,Henri_Becquerel,"When Becquerel discovered radioactivity, whose work did he investigate?",Wilhelm Conrad RÃ¶ntgen,426
,Henri_Becquerel,"When Becquerel discovered radioactivity, whose work did he investigate?",Wilhelm Conrad Röntgen,427
,Henri_Becquerel,Did Becquerel study science at the École des Ponts et Chaussées?,Yes,428
,Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways in 1892?,yes,429
,Henri_Becquerel,Was Becquerel a French physicist?,Yes,430
,Isaac_Newton,When was the Principia published?,1687,431
,Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,apple,432
,Isaac_Newton,Where was Isaac Newton born?,At Woolsthorpe Manor in Woosthorpe-by-Colsterworth.,433
,Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,Gottfried Leibniz.,434
,Isaac_Newton,What religion did Isaac Newton follow?,he never made a public declaration of his private faith,435
,Isaac_Newton,Where was Isaac Newton born?,"He was born at Woolsthorpe Manor in Woolsthorpe-by-Colsterworth, a hamlet in the county of Lincolnshire.",436
,Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,"If Newton had not relied on the occult idea of action at a distance, he might not have developed his theory of gravity.",437
,Isaac_Newton,When did Isaac Newton discover the generalized binomial theorem?,In 1665.,438
,Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,Isaac Newton's theory of gravitation was inspired by watching the fall of an apple from a tree.,439
,Isaac_Newton,Was Isaac Newton religious?,It is not clear.,440
,Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,Newton shares the credit with Gottfried Leibniz for the development of the differential and integral calculus.,441
,Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,"No, a conflict between Newton's religious views and Anglican orthodoxy was averted.",442
,Isaac_Newton,Did Isaac Newton die in 1898?,"No, Newton died in his sleep in London on 31 March 1727.",443
,Isaac_Newton,Did Isaac Newton die in 1898?,No.,444
,Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,No.,445
,Isaac_Newton,Where is there a Newton statue on display?,Oxford University Museum of Natural History,446
,Isaac_Newton,Where is there a Newton statue on display?,Oxford University Museum of Natural History ,447
,Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,The apple.,448
,Isaac_Newton,What religion did Isaac Newton follow?,unorthodox Christian,449
,Isaac_Newton,Where was Isaac Newton buried?,Westminster Abbey,450
,Isaac_Newton,Where was Isaac Newton born?,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth,451
,Isaac_Newton,Was Sir Isaac Newton an English physicist and mathematician?,yes,452
,Isaac_Newton,Did he build the first practical reflecting telescope?,yes,453
,Isaac_Newton,"Was Isaac Newton educated at The King's Schol, Grantham?",yes,454
,Isaac_Newton,Was Isaac Newton British?,"Yes, he was English.",455
,Isaac_Newton,Was Isaac Newton religious?,"Yes, he was highly religious, though an unorthodox Christian.",456
,Isaac_Newton,Was Isaac Newton British?,Yes.,457
,Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,Yes.,458
,Jackson_Pollock,Who was a farmer and later a land surveyor for the government?, LeRoy Pollock was a farmer and later a land surveyor for the government.,459
,Jackson_Pollock,When were his papers donated by Lee Krasner?,In 1983.,460
,Jackson_Pollock,"Who used hardened brushes, sticks,?","Jackson Pollock used hardened brushes, sticks.",461
,Jackson_Pollock,"Regarding this topic, what did David Alfaro Siqueiros do?",Pollock was introduced to the use of liquid paint in 1936 at an experimental workshop operated in New York City by the Mexican muralist David Alfaro Siqueiros.,462
,Jackson_Pollock,Give an example of the origins of the term action painting. ,Pollock's technique of pouring and dripping paint is thought to be one of the origins of the term action painting.,463
,Jackson_Pollock,Was he regarded as a mostly reclusive artist?,"Yes, he was regarded as a mostly reclusive artist. ",464
,Jackson_Pollock,Was Paul Jackson Pollock an influential American painter as well as a major figure in the abstract expressionist movement?,"Yes, Pollock was an influential American painter and a major figure in the abstract expressionist movement.",465
,Jackson_Pollock,Did Free Jazz feature a Pollock painting as its cover artwork?,Yes.,466
,Jackson_Pollock,"During his lifetime, did Pollock enjoy considerable fame and notoriety?",Yes.,467
,Jakarta,Why does Jakarta suffer frequent flooding?,Because it is located approximately eight meters above the sea level,468
,Jakarta,What is the official name of Jakarta?,Daerah Khusus Ibukota Jakarta,469
,Jakarta,What is the official name of Jakarta?,Daerah Khusus.,470
,Jakarta,Who created Monas Park,Dutch Governor General Herman Willem Deandels,471
,Jakarta,How is the city's governor chosen?,election,472
,Jakarta,Who created Monas Park,General Herman Willem Deandels,473
,Jakarta,What contributes to frequent flooding in Jakarta,"It lies on a plain, approximately eight meters above the sea level",474
,Jakarta,What is the capital of Indonesia?,Jakarta,475
,Jakarta,How is the climate in the city?,Jakarta has a hot and humid equatorial/tropical climate ,476
,Jakarta,What contributes to frequent flooding in Jakarta,"Jakarta lies on a plain eight meters, approximately eight meters above the sea level.",477
,Jakarta,"In 1602, the British East India Company's first voyage, commanded by Sir who, arrived in Aceh and sailed on to Banten where they were allowed to build a trading post?",James Lancaster,478
,Jakarta,"In AD 39, King Purnawarman established Sunda Pura as a new capital city for the kingdom, located at the northern coast of where?",Java,479
,Jakarta,Who began control of migration to the city in order to stem the overcrowding and poverty?,Lieutenant General Ali Sadikin began control of migration to the city in order to stem the overcrowding and poverty.,480
,Jakarta,Do mikrolets travel on the main roads?,no,481
,Jakarta,Where is Jakarta located,northwest coast of Java,482
,Jakarta,Where is Jakarta located,On the northwest coast of Java,483
,Jakarta,What is the capital of Indonesia?,The capital of Indonesia is Jakarta.,484
,Jakarta,How is the climate in the city?,The city is hot and humid.,485
,Jakarta,Why does Jakarta suffer frequent flooding?,"The fact that the northern part of Jakarta lies on a plain, approximately eight meters above the sea level.",486
,Jakarta,Where does the name of the city Jakarta come from?,"The name Jakarta is derived from the Sanskrit word ""Jayakarta.""",487
,Jakarta,Give an example of the many Sukarno era monuments in the city. ,The West Irian Liberation Statue is one of the many Sukarno era monuments in the city. ,488
,Jakarta,How is the city's governor chosen?,Through election.,489
,Jakarta,Is the Wisma building the tallest building in Indonesia?,yes,490
,Jakarta,is there a chinese community in jakarta?,yes,491
,Jakarta,Is Jakarta the 12th largest city in the world?,yes,492
,Jakarta,Is the the biggest university in Jakarta the University of Indonesia,yes,493
,Jakarta,Is Jakarta a city,yes,494
,Jakarta,Is the most important river the Ciliwung River,yes,495
,Jakarta,Did the economy improve in Jakarta in 2007,yes,496
,Jakarta,Did Jayawikarta's soldiers attack the Dutch fortress?,yes,497
,Jakarta,Did Suharto resign as president?,Yes,498
,Jakarta,Was the Jakarta area part of the fourth century Indianized kingdom of Tarumanagara?,Yes,499
,Jakarta,Do other landmarks include the Istiqlal Mosque as well as Jakarta Cathedral?,Yes,500
,Jakarta,Is the Wisma building the tallest building in Indonesia?,"Yes,",501
,Jakarta,is there a chinese community in jakarta?,Yes.,502
,Jakarta,Is Jakarta the 12th largest city in the world?,Yes.,503
,Jakarta,"Is Jakarta the country's economic, cultural and political center?",Yes.,504
,James_Watt,Where did Watt attend university?,He did not attend a university.,505
,James_Watt,What did he invent?,"He invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures.",506
,James_Watt,What was James Watt's father's job?,"His father was a shipwright, ship owner and contractor, and served as the town's chief baillie.",507
,James_Watt,When did Watt retire?,In 1800.,508
,James_Watt,Where is the James Watt Memorial College?,In Greenock.,509
,James_Watt,Is James Watt French?,No,510
,James_Watt,Is there a statue of Watt in the White House?,No,511
,James_Watt,Is there a statue of Watt in the White House?,"No, a colossal statue of Watt by Chantrey was placed in Westminster Abbey, and later was moved to St. Paul's Cathedral.",512
,James_Watt,Is James Watt French?,"No, he was Scottish.",513
,James_Watt,Where is the James Watt Memorial College?,The James Watt Memorial  is in Greenock.,514
,James_Watt,Why is the watt named after Watt?,The watt is named after him for his contributions to the development of the steam engine.,515
,James_Watt,Why is the watt named after Watt?,The watt is named after James Watt for his contributions to the development of the steam engine.,516
,James_Watt,Where did Watt attend university?,Watt did not attend school regularly.,517
,James_Watt,When did Watt retire?,Watt retired in 1800.,518
,James_Watt,Did James Watt improve an engine?,Yes,519
,James_Watt,Did James Watt improve an engine?,"Yes, his improvements to the Newcomen steam engine were fundamental to the changes brought by the Industrial Revolution.",520
,Koala,Do populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands?,Populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands.,521
,Koala,Does the koala fill the same ecological role as the sloth of South America?,The koala fills the same ecological role as the sloth of South America.,522
,Koala,"Were the koalas of South Australia largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock?","The koalas of South Australia were largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock.",523
,Koala,What happened in the early 20th century?,The koalas of South Australia were largely exterminated.,524
,Koala,Is the long term viability of the koala therefore threatened by genetic weakness?,The long term viability of the koala is therefore threatened by genetic weakness.,525
,Koala,Do Koalas have a slow metabolism?,yes,526
,Koala,"Is the koala found in coastal regions of eastern and southern Australia, from near Adelaide to the southern part of Cape York Peninsula?",yes,527
,Koala,Did eucalypt forests grow in the place of rainforests?,"Yes, the koala did not specialise in a diet of eucalyptus until the climate cooled and eucalypt forests grew in the place of rainforests.",528
,Korean_language,About how many Koreans speakers are there?,78 million,529
,Korean_language,About how many Koreans speakers are there?,78 million Korean speakers,530
,Korean_language,What is another term for Korean adjectives?,"Adjectives are also known as ""descriptive verbs"" or ""stative verbs"".",531
,Korean_language,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,English does not have an identical grammatical category,532
,Korean_language,Is modern Korean written in columns or rows?,It is written in rows.,533
,Korean_language,What is the official language of North Korea?,Korean,534
,Korean_language,From which languages is Korean descended?,"Korean is descended from Old Korean, Middle Korean and Modern Korean.",535
,Korean_language,"Older English sources used the name ""Korean"" to refer to what?","language, country, and people",536
,Korean_language,Where do the majority of loanwords other than Sino-Korean come from?,modern times,537
,Korean_language,Where do the majority of loanwords other than Sino-Korean come from?,"modern times, 90% of which are from English",538
,Korean_language,Do Chinese and Japanese have spaces between words?,"No, Chinese and Japanese do not have spaces between words.",539
,Korean_language,What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?,Sino-Korean makes up 30% of the Korean language.,540
,Korean_language,Is the dialect spoken in Jeju located in fact classified as a different language by all Korean linguists?,The dialect spoken in Jeju is in fact classified as a different language by some Korean linguists.,541
,Korean_language,How many parts of speech does the Korean language contain?,The Korean Language contains nine parts of speech. ,542
,Korean_language,What is the Sino-Korean system of numbers based on?,The Sino-Korean system is nearly entirely based on the Chinese numerals.,543
,Korean_language,How many Korean speakers are there?,There are about 78 million Korean speakers.,544
,Korean_language,How many verb paradigms are there in Korean?,There are seven verb paradigms or speech levels in Korean.,545
,Korean_language,Is Korean the official language of Korea?,Yes,546
,Korean_language,"Is the word ""Korean"" derived from Goryeo?",Yes,547
,Korean_language,Are all dialects of Korean similar to each other?,Yes,548
,Korean_language,Is it also one of the two official languages in the Yanbian Korean Autonomous Prefecture in China?,Yes,549
,Korean_language,Are there seven verb paradigms or speech levels in Korean?,Yes.,550
,Korean_language,Is Modern Korean written with spaces between words?,Yes.,551
,Korean_language,Are the Korean names for the language based on the names for Korea used in North as well as South Korea?,Yes.,552
,Korean_language,Is it not also one of the two official languages of the Yanbian Korean Autonomous Prefecture in China?,Yes.,553
,Kuala_Lumpur,How many seasons does Kuala Lumpur experience?,1,554
,Kuala_Lumpur,What's the population of Kuala lumpur?,1.6 million,555
,Kuala_Lumpur,What is the city's population?,1.6 million,556
,Kuala_Lumpur,How long was Kuala Lumpur occupied by the Japanese?,42 months,557
,Kuala_Lumpur,What language do they speak in Kuala Lumpur?,Bahasa Melayu,558
,Kuala_Lumpur,"after the 2008 elections, what party had the most parliament seats?",DAP,559
,Kuala_Lumpur,when did kuala lumpur become a federal territory of malaysia?,1-Feb-74,560
,Kuala_Lumpur,What is the official religion in the country?,Islam,561
,Kuala_Lumpur,what is the name of the event that draws the worlds top riders to malaysia?,KL Grand Prix CSI 5*,562
,Kuala_Lumpur,What airports does Kuala Lumpur have?,Kuala Lumpur International Airport and Subang International Airport,563
,Kuala_Lumpur,"What does the name ""Kuala Lumpur"" mean?","muddy confluence, ""muddy estuary,"" and ""muddy city""",564
,Kuala_Lumpur,is the central market located in the proximity of the pertama complex?,No,565
,Kuala_Lumpur,Is there a more industrialized region in malaysia?,No,566
,Kuala_Lumpur,When were the colonial buildings in Kuala Lumpur constructed?,toward the end of the 19th and early 20th centuries,567
,Kuala_Lumpur,Is Kuala Lumpur the capitol of Malaysia? disfluent,Yes,568
,Kuala_Lumpur,Is Kuala Lumpur in the Selangor state?,Yes,569
,Kuala_Lumpur,Is it a host city for the Formula One World Championship?,Yes,570
,Kuala_Lumpur,is it home to the parliament of malaysia?,Yes,571
,Leonardo_da_Vinci,"When did Baldassare Castiglione, author of Il Cortegiano ( "" The Courtier "" ), write?",1528,572
,Leonardo_da_Vinci,Is the larger work now almost universally attributed to Leonardo?,"Although previously attributed to Ghirlandaio, the larger work is now almost universally attributed to Leonardo.",573
,Leonardo_da_Vinci,When did he flee to Venice?,In 1499.,574
,Leonardo_da_Vinci,Who left Verroccio's studio?,Leonardo da Vinci left Verroccio's studio.,575
,Leonardo_da_Vinci,Was Leonardo a contemporary of Botticelli Domenico Ghirlandaio as well as Perugino?,"Leonardo was a contemporary of Botticelli, Domenico Ghirlandaio and Perugino.",576
,Leonardo_da_Vinci,Wasn't Leonardo da Vinci valued as an engineer?,no,577
,Leonardo_da_Vinci,"Has Leonardo often been described as the archetype of the Renaissance man, a man whose unquenchable curiosity was equaled only by his powers of invention?",Yes,578
,Leonardo_da_Vinci,"According to art historian Helen Gardner, were the scope and depth of his interests without precedent and ``his mind and personality seem to us superhuman, the man himself mysterious and remote''?",Yes,579
,Leonardo_da_Vinci,Wasn't Leonardo da Vinci born on April 15?,"Yes, Leonardo da Vinci was born on April 15.",580
,Leonardo_da_Vinci,Is he widely considered to be one of the greatest painters of all time and perhaps the most diversely talented person ever to have lived?,Yes.,581
,Lobster,What is the mean level of mercury in American lobsters?,0.31 ppm,582
,Lobster,How many legs do lobsters have?,10,583
,Lobster,How many legs do lobsters have?,10,584
,Lobster,Where are lobsters found?,In all oceans,585
,Lobster,Where are lobsters found?,In all oceans.,586
,Lobster,Are lobsters kosher?,No,587
,Lobster,What is the caridoid escape reaction?,Swimming backwards quickly by curling and uncurling their abdomen.,588
,Lobster,What is the caridoid escape reaction?,When lobsters swim backwards quickly by curling and uncurling their abdomen,589
,Lobster,Are lobsters invertebrates?,Yes,590
,Lobster,Do lobsters have blue blood?,yes,591
,Lobster,Do lobsters feel pain?,Yes,592
,Lobster,Did the Moche people worship lobsters?,Yes,593
,Lobster,Do lobsters feel pain?,yes.,594
,Lobster,Did the Moche people worship lobsters?,yes.,595
,Lyre,What were the strings of a classical lyre made of?,Gut,596
,Lyre,Where was the deepest note of the classical lyre in relation to the player's body?,It was farthest from the player's body.,597
,Lyre,Which constellation is said to resemble a lyre shape?,Lyra,598
,Lyre,Does a standard piano have fewer strings than a harp?,No,599
,Lyre,How many raised arms are extending from the sound-chest of a classical lyre?,Two,600
,Lyre,Were the recitations of the Ancient Greeks accompanied by lyre playing?,Yes,601
,Lyre,Does a classical lyre have a hollow body?,Yes,602
,Lyre,Is the lyre a stringed musical instrument?,Yes,603
,Lyre,Is the foot pedal framework for a piano called a lyre?,Yes,604
,Malay_language,How are new words formed in Malay?,"Affixation, composition, and reduplication.",605
,Malay_language,Do another distinguishing feature of Malay ( include Indonesian Malay )?,Another distinguishing feature of Malay (include Indonesian Malay) is its use of measure words (penjodoh bilangan).,606
,Malay_language,What languages has Malay borrowed words from?,"Arabic, Sanskrit, Tamil, Persian, Portuguese, Dutch, certain Chinese dialects, and English.",607
,Malay_language,What family is Malay a member of?,Austronesian family,608
,Malay_language,What family is Malay a member of?,Austronesian.,609
,Malay_language,How many parts of speech are there in Malay?,Four,610
,Malay_language,What language besides Malay is in the Austronesia language family?,Malagasy,611
,Malay_language,What is the national language in Malaysia?,Malay ,612
,Malay_language,Give an example of the tributary states of the Majapahit kingdom in eastern Java. ,Malayu is an example of the tributary states of the Majapahit kingdom in eastern Java.,613
,Malay_language,Is Malay the official language of Iraq?,No,614
,Malay_language,Are there many words in Malay that use natural gender?,No,615
,Malay_language,Is there one negation word in Malay?,No,616
,Malay_language,Do linguists consider Malay to be a single language?,No,617
,Malay_language,Can speakers of modern Malay understand Old Malay?,No,618
,Malay_language,What languages has Malay borrowed words from?,"Sanskrit, Arabic and English",619
,Malay_language,What is the basic word order in Malay?,Subject Object Verb.,620
,Malay_language,What is the basic word order in Malay?,Subject Verb Object,621
,Malay_language,Wasn't Malay language found in Sumatra?,The Malay language was found in Sumatra.,622
,Malay_language,How are new words formed in Malay?,three methods.,623
,Malay_language,Is Malay an agglutinative language?,Yes,624
,Malay_language,Is Malay in the Austronesian family of languages?,Yes,625
,Malay_language,Was Malay language written using Pallava?,Yes,626
,Malay_language,Had the language already been used as the lingua franca throughout the archipelago since the 15th century?,yes,627
,Malay_language,Is Malay spoken as local dialect of ethnic Malays?,Yes,628
,Malay_language,Is Malay the one of the most widely spoken languages in the world?,yes,629
,Malay_language,Was it derived from Latin?,Yes,630
,Malay_language,Could Malay have originated from Sumatra island?,Yes.,631
,Malay_language,Is Malay an agglutinative language?,Yes.,632
,Malay_language,Wasn't Malay language written using Pallava?,Yes.,633
,Melbourne,When was Melbourne officially declared as a city?,1847,634
,Melbourne,How many domestic tourists visit Melbourne?,7.6 million domestic visitors,635
,Melbourne,How many domestic tourists visit Melbourne?,7.6 million.,636
,Melbourne,What is a resident of Melbourne known as?,"A ""Melburnian"".",637
,Melbourne,Where is Melbourne situated?,boundary of the very hot inland areas and the cold southern ocean,638
,Melbourne,What religion holds majority in Melbourne?,Christian,639
,Melbourne,What religion holds majority in Melbourne?,Christianity.,640
,Melbourne,When was Melbourne officially declared as a city?,In 1847.,641
,Melbourne,What is a resident of Melbourne known as?,Melburnian,642
,Melbourne,How many sister cities does the City of Melbourne have?,six,643
,Melbourne,How many sister cities does the City of Melbourne have?,Six.,644
,Melbourne,Is Melbourne the capital and most populous city in the state of Victoria?,Yes,645
,Melbourne,Is Melbourne home to Australia's busiest seaport?,Yes,646
,Melbourne,Does Melbourne have a large international student community?,Yes,647
,Melbourne,Is Melbourne the capital and most populous city in the state of Victoria?,Yes.,648
,Melbourne,Is Melbourne home to Australia's busiest seaport?,Yes.,649
,Melbourne,Does Melbourne have a large international student community?,Yes.,650
,Michael_Faraday,How many siblings did Faraday have?,Faraday had three siblings.,651
,Michael_Faraday,Where is Michael Faraday buried?,in the dissenters' section of Highgate Cemetery,652
,Michael_Faraday,who was his mentor?,John 'Mad Jack' Fuller,653
,Michael_Faraday,Who discovered benzene?,Michael Faraday,654
,Michael_Faraday,Who discovered benzene?,Michael Faraday discovered benzene.,655
,Michael_Faraday,Where is Michael Faraday buried?,Michael Faraday is buried in the dissenters' section of Highgate Cemetery.,656
,Michael_Faraday,Where was Michael Faraday born?,Michael Faraday was born in Newington Butts.,657
,Michael_Faraday,Where was Michael Faraday born?,Newington Butts,658
,Michael_Faraday,Is faraday best known for his work with kinematics?,No,659
,Michael_Faraday,did he advise the british government on the production of chemical weapons for use in the crimean war?,No,660
,Michael_Faraday,does the charge reside on the interior of a charged conductor?,No,661
,Michael_Faraday,Who was Faraday's wife?,Sarah Barnard,662
,Michael_Faraday,What is the Faraday effect?,The Faraday effect is the phenomenon that the plane of polarisation of linearly polarised light can be rotated by the application of an external magnetic field aligned in the direction the light is moving.,663
