test,intent,question,answer,counter
,Lima,The ideas of the Enlightenment shaped the development of what?,"the city, Lima",366
,Lima,How many years ago was the Lima Stock Exchange the most profitable in the world?,Three,367
,Lima,Is Lima the capital of Peru?,Yes.,368
,Lima,Is the Museum of Gold in Lima?,Yes.,369
,Lima,Does Lima have volleyball venues?,Yes.,370
,Lima,Is the National University of San Marcos in Lima?,Yes.,371
,Lima,Is rainfall very low?,Yes.,372
,Lima,Is lima the capital  and  largest  city  of Peru?,Yes.,373
,Lima,"Is The GDP  per capita in Lima $ 7,600  /  ref )?",Yes.,374
,Lima,Is it true that the ideas of the Enlightenment shaped the development of the city?,Yes.,375
,London,What had the Anglo-Saxons created by the 600s?,a new settlement called Lundenwic,376
,London,What had the Anglo-Saxons created by the 600s?,"By the 600s, the Anglo-Saxons had created a new settlement called Lundenwic.",377
,London,What countries did James VI of Scotland unite?,England and Scotland,378
,London,What countries did James VI of Scotland unite?,James VI of Scotland united Scotland and England.,379
,London,What city in the UK has been subjected to bouts of terrorism?,London,380
,London,What city in the UK has been subjected to bouts of terrorism?,London has been subjected to bouts of terrorism.,381
,London,How did civil wars affect England during the Middle Ages?,London remained relatively untouched,382
,London,Did Caunte take control of the English throne in 101?,No,383
,London,Over how many languages are spoken in London?,Over 300,384
,London,Over how many languages are spoken in London?,Over 300 languages are spoken in london,385
,London,Is London the capital of the United Kingdom?,Yes,386
,London,Does London's population draw from a wide range of religions?,Yes,387
,Lyre,Is lyre played in mordern Greece?,No,388
,Lyre,In which place is lyre still played?,North-eastern parts of Africa,389
,Lyre,Which part of the strings does the left hand touch?,The lower strings,390
,Lyre,Are the strings of a classical lyre made of gut?,Yes,391
,Lyre,Does a classical lyre have a sound-chest?,Yes,392
,Lyre,Does a classical lyre have a fingerboard?,Yes,393
,Lyre,Is a guitar played with a plectrum like a lyre?,Yes,394
,Michael_Faraday,"How many years ago was it when Faraday wrote a letter to The Times on the subject of the foul condition of the River Thames , which resulted in an oft-reprinted cartoon in Punch?",154,395
,Michael_Faraday,How many years ago was it when he discovered that the optical properties of gold colloids differed from those of the corresponding bulk metal?,162,396
,Michael_Faraday,"How many years ago was it when he discovered the phenomenon that he named diamagnetism , and what is now called the Faraday effect?",164,397
,Michael_Faraday,"How many years ago did Faraday report on the first synthesis of compound make from carbon and chlorine , c 2 h 6 and c 2 h 4 ?",189,398
,Michael_Faraday,What did the University of Oxford grant Faraday?,a Doctor of Civil Law degree (honorary),399
,Michael_Faraday,What do some historians of science refer to Faraday as?,best experimentalist in the history of science,400
,Michael_Faraday,What did Faraday invent that is used almost universally in science laboratories?,Bunsen burner,401
,Michael_Faraday,What was Michael Faraday`s profession?,chemist and physicist,402
,Michael_Faraday,What was the Faraday effect first called?,diamagnetism,403
,Michael_Faraday,What did the University of Oxford grant Faraday?,Doctor of Civil Law degree (honorary),404
,Michael_Faraday,Who was a member of the Sandemanian sect of Christianity?,Faraday,405
,Michael_Faraday,Who was made to travel outside the coach?,Faraday,406
,Michael_Faraday,"Who died at his house at Hampton Court on August 25, 1867?",Faraday,407
,Michael_Faraday,Who was the sponsor and mentor of Faraday?,John 'Mad Jack' Fuller,408
,Michael_Faraday,"Who was born in Newington Butts, near present-day South London, England?",Michael Faraday,409
,Michael_Faraday,Institution formed the foundation of what?,modern electromagnetic technology,410
,Michael_Faraday,What was Michael Faraday`s birthplace?,Newington Butts,411
,Michael_Faraday,Was Faraday considered a gentleman?,no,412
,Michael_Faraday,Did Faraday receive an extensive formal education?,no,413
,Michael_Faraday,Is it true that institution formed the foundation of electric motor technology?,no,414
,Michael_Faraday,What did Joseph Henry likely discover?,self-induction,415
,Michael_Faraday,When was Michael Faraday born?,"September 22, 1791",416
,Michael_Faraday,What do some historians of science refer to Faraday as?,the best experimentalist in the history of science,417
,Michael_Faraday,What did Faraday invent that is used almost universally in science laboratories?,the Bunsen burner,418
,Michael_Faraday,Where did he serve two terms?,the Church of Scotland,419
,Michael_Faraday,Was Michael Faraday an English chemist?,yes,420
,Michael_Faraday,Was Faraday a devout Christian?,yes,421
,Michael_Faraday,Who was a member of the Sandemanian sect of Christianity?,yes,422
,Michael_Faraday,Did Faraday construct the ancestor of modern power generators?,yes,423
,Michael_Faraday,Did Faraday lecture on education in 1854?,yes,424
,Michael_Faraday,Did Faraday discover the chemical substance benzene?,yes,425
,Michael_Faraday,Was Faraday born in England?,yes,426
,Michael_Faraday,Does the production of chemical weapons raise an ethical issue?,yes,427
,Michael_Faraday,Can you meet someone through attending a church?,yes,428
,Michael_Faraday,Was education another area  of service  for Faraday?,yes,429
,Michael_Faraday,Was faraday `s  earliest  chemical  work as an assistant  to Davy?,Yes,430
,Michael_Faraday,Was his father member of the Sandemanian sect?,yes,431
,Michael_Faraday,Was faraday Christian of the small Sandemanian denomination?,yes,432
,Nassau,What was the Dead or Alive 4 fighting arena modeled after?,a Magnetic Accelerator Cannon station from Halo 2,433
,Nassau,What is Nassau Coliseum?,"an arena in Uniondale, New York, USA",434
,Nassau,Is Nassau Sound a body of water in Maine?,no,435
,Nassau,Is Nassau Range the highest mountain range in the world?,no,436
,Nassau,Who was Fort Nassau built by?,the Dutch,437
,Nassau,Was Nassau placed in operation by Robert Fulton?,yes,438
,Nassau,Is Nassau County named after a German town?,yes,439
,Nassau,Does the United States have a base near Glasgow?,yes,440
,Nikola_Tesla,When did Tesla demonstrate wireless communication (radio)?,1893,441
,Nikola_Tesla,What type of current did Tesla invent?,AC,442
,Nikola_Tesla,Where did Tesla study electrical engineering?,Austrian Polytechnic in Graz,443
,Nikola_Tesla,"Who was the victor of the ""War of Currents""?",Nikola Tesla,444
,Nikola_Tesla,Was Tesla born in the United States?,No,445
,Nikola_Tesla,"Who was the victor of the ""War of Currents""?",Tesla,446
,Nikola_Tesla,Where did Tesla study electrical engineering?,the Austrian Polytechnic in Graz ,447
,Nikola_Tesla,What is the SI unit measuring magnetic flux density or magnetic induction?,the tesla,448
,Nikola_Tesla,Did Tesla study electrical engineering?,Yes,449
,Nikola_Tesla,Was Tesla hired by Edison?,Yes,450
,Nikola_Tesla,Was Tesla regarded as a mad scientist?,Yes,451
,Ottawa,What is Ottawa's population?,"1,190,982",452
,Ottawa,"Based on the average, in what year will the next small tremor occur in Ottawa?",2009,453
,Ottawa,What was Ottawa's name in 1850?,Bytown,454
,Ottawa,What are Carleton University's athletic teams called?,Carleton Ravens,455
,Ottawa,How many townships are in Ottawa?,eleven,456
,Ottawa,What's the main highway in Ottawa?,"Highway 417, The Queensway",457
,Ottawa,Where were immigrants from in the 1800s?,Ireland,458
,Ottawa,Where were immigrants from in the 1800s?,Irish,459
,Ottawa,Who is the mayor of Ottawa?,Larry O'Brien,460
,Ottawa,What are Ottawa's primary industries?,Logging and lumber,461
,Ottawa,What's the main highway in Ottawa?,provinical Highway 417,462
,Ottawa,What is Ottawa's junior ice hockey team?,the Ottawa 67's,463
,Ottawa,What is Ottawa's major league hockey team?,the Ottawa Senators,464
,Ottawa,Is Ottawa the capital of Canada?,Yes,465
,Ottawa,Does Ottawa sit on the Ottowa River?,Yes,466
,Ottawa,Do small tremors occur in Ottawa?,Yes,467
,Ottawa,Is Ottawa colder than Moscow in January?,Yes,468
,Ottawa,Is Ottawa on a river?,yes,469
,Ottawa,Does it snow in Ottawa?,yes,470
,Ottawa,Was there a cholera outbreak in 1832?,yes,471
,Ottawa,Are there also discussions of having OC Transpo Light Rail and STO Transitway networks linking on the Gatineau side of the Ottawa River ?,Yes.,472
,Otter,What is an otter's den called?,A holt,473
,Otter,Where do sea otters live?,Beside water,474
,Otter,What is an otter's den called?,holt,475
,Otter,Do sea otters have a layer of fat like whales?,No,476
,Otter,Where do sea otters live?,Pacific coast of North America,477
,Otter,Why are otters vulnerable to prey depletion?,Prey-dependence,478
,Otter,Why are otters vulnerable to prey depletion?,prey-dependency,479
,Otter,Does the giant otter live in South America?,Yes,480
,Otter,Do otters have claws?,Yes,481
,Otter,Do otters eat fish?,Yes,482
,Otter,Do otters enjoy playing?,Yes,483
,Otter,Is the otter in the same family as the badger?,Yes,484
,Santiago,What is the Order of Santiago?,a Spanish knightly order,485
,Santiago,What notable people have been named Santiago?,"Benito Santiago, Hugo Santiago, Joey Santiago, Liliana Santiago, Rafael Santiago Maria, Santiago Caballero, Santiago Cabrera; James, son of Zebedee",486
,Santiago,What notable people have been named Santiago?,"Benito, Hugo, and others",487
,Santiago,What fictional stories include a main character named Santiago?,"Gears of War, Rainbow Six: Covert Operations Essentials, Death Foretold by Gabriel GarcÃ­a MÃ¡rquez, Ernest Hemingway's The Old Man and the Sea, the television series Babylon 5, Anne Rice's novel Interview with the Vampire, aulo Coelho's The Alchemist (novel), the television show Friday Night Lights",488
,Santiago,What fictional stories include a main character named Santiago?,"Interview with the Vampire, The Alchemist, and others",489
,Santiago,What is the origin of the name Santiago?,"sanit + iago, James",490
,Santiago,What is Santiago?,"Santiago is Spanish for St. James. It is also the name of places in Argentina, Brazil, Cape Verde, Chile, Colombia, Costa Rica, Cuba, the Dominican Republic, Ecuador, Guatemala, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, the Philippines, Portugal, Spain, the United States, Venezuela, and the Amazon. It is also the name of a baseball catcher, a film director, a guitarist, an economist, a footballer, a DJ, an actor, and James, son of Zebedee. Fictional people with this name include a character from Gears of War, a character from Chronicle of a Death Foretold, a character in Old Man and the Sea, a character in Babylon 5, a character in Interview with the Vampire, the main character of The Alchemist, and a character on Friday Night Lights. There has also been a battle of Santiago de Cuba, a couple of bands named Santiago, an Order of Santiago, and ""Santiago"" as a shortened form of the Reconquista battle cry.",491
,Santiago,What is the origin of the name Santiago?,Spanish for St. James,492
,Santiago,Who has released an album or song named Santiago?,The Chieftains and Loreena McKennitt,493
,Santiago,Who has released an album or song named Santiago?,The Chieftains; Loreena McKennitt,494
,Santiago,Are there any cities named Santiago in the United States?,yes,495
,Santiago,Was Santiago the name of an indie/punk band?,yes,496
,Santiago,Is Santiago a name in Spanish?,yes,497
,Santiago,Is Santiago the national capital of a country?,Yes,498
,Santiago,"Is santiago Spanish for St. James  ( from santo ,  saint  +  iago ,  James  )?",Yes,499
,Santiago,Is santiago Spanish for St. James?,Yes,500
,Swahili_language,Has swahili no diphthongs?,No,501
,Swahili_language,Is a third  prefix the object  prefix?,Yes,502
,Swahili_language,Is      / ref Swahili unusual among sub-Saharan languages?,Yes,503
,Swahili_language,"Are vowels never reduced , regardless of stress ?",Yes,504
,Swan,What is the Irish legend of the Children of Lir about?,a stepmother transforming her children into swans for 900 years,505
,Swan,What is the Polish word for swan?,ÅabÄ™dÅº,506
,Swan,What is the name of an adult female?,An adult female swan is called a pen.,507
,Swan,What is the color of the Australian Black Swan?,Completely black except for the white feathers on its wings,508
,Swan,What is the color of the Australian Black Swan?,Completely black except for the white flight feathers on its wings.,509
,Swan,What are young swans known as?,cygnets,510
,Swan,What is the name of young swans?,Cygnets,511
,Swan,What is the name of young swans?,Cygnets.,512
,Swan,What is the Sanskrit word for swan?,hamsa or hansa,513
,Swan,Is the Trumpeter Swan the largest bird?,It is the largest bird of North America.,514
,Swan,"Where is the word ""swan"" derived from?",Old English swan.,515
,Swan,What is the name of an adult female?,Pen.,516
,Swan,Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?,Swan Lake,517
,Swan,"Which album was the song ""The Bonny Swans"" from?",The Mask and Mirror,518
,Swan,"Where is the word ""swan"" derived from?","The Old English word ""swan,"" derived from the Indo-European root ""*swen"", meaning to sound or to sing",519
,Swan,Is the Trumpeter Swan the largest bird?,The Trumpeter Swan is the largest bird of North America,520
,Swan,What is the best known story about a swan?,The Ugly Duckling,521
,Swan,What is the best known story about a swan?,The Ugly Duckling fable.,522
,Swan,Does the Australian Black Swan have white feathers on its wings?,yes,523
,Swan,Do swans belong to the family Anatidae?,yes,524
,Swan,Can black swans swim with only one leg?,yes,525
,Swan,Are swan birds of the family Anatidae?,Yes,526
,Swan,Do swans feature strongly in mythology?,Yes,527
,Swan,Are swans and ducks birds of the same family?,Yes,528
,Swan,Are swan birds of the family Anatidae?,Yes.,529
,Swan,Do swans feature strongly in mythology?,Yes.,530
,Swan,Are swans and ducks birds of the same family?,Yes.,531
,Tiger,About how many square kilometers would be needed to house 3 female tigers?,60,532
,Tiger,About how many square kilometers would be needed to house 3 female tigers?,60 square kilometers,533
,Tiger,What would a tiger do when seized by a crocodile?,A tiger will strike at the reptile's eyes with its paws.,534
,Tiger,What are the typical features of a tiger country?,"Good cover, close to water, and plenty of prey ",535
,Tiger,What do tigers' powerfully built legs and shoulders allow tigers to do?,have the ability to pull down prey substantially heavier than themselves,536
,Tiger,What are the typical features of a tiger country?,"It will always have good cover, it will always be close to water and plenty of prey.",537
,Tiger,Is the Tiger a member of the Felidar family?,No,538
,Tiger,Are panthers a type of tiger?,No,539
,Tiger,Is the Tiger a member of the Felidar family?,No.,540
,Tiger,Are panthers a type of tiger?,No.,541
,Tiger,What would a tiger do when seized by a crocodile?,strike at the reptile's eyes with its paws,542
,Tiger,What do tigers' powerfully built legs and shoulders allow tigers to do?,They have the ability to pull down prey substantially heavier than themselves.,543
,Tiger,Are tigers solitary animals?,Yes,544
,Tiger,Would it be common for tigers to mate in January?,Yes,545
,Tiger,"Would a tiger be likely to feedon smaller animals, such as mice?",Yes,546
,Tiger,Are tigers solitary animals?,Yes.,547
,Tiger,Would it be common for tigers to mate in January?,Yes.,548
,Trumpet,How does a trumpet produce sound?,By blowing air through closed lips.,549
,Trumpet,Did the predecessors to trumpets have valves?,No,550
,Trumpet,Is the bass trumpet the smallest trumpet?,No,551
,Trumpet,Does a trumpet have a mellower tone than a cornet?,No,552
,Trumpet,What musical styles is the trumpet used in?,"Ska, ska punk, classical, jazz, Rock, Blues, pop, polka, cuban music, mariachi and funk.",553
,Trumpet,How do trumpets compensate for wolf tones?,Somce trumpetes have a slide mechanism built in to compensate.,554
,Trumpet,What is the most common type of trumpet?,The B trumpet.,555
,Trumpet,Are trumpets constructed of brass?,Yes,556
,Trumpet,Did Miles Davis play the trumpet?,Yes,557
,Turtle,Approximately how many species of Testudines are alive today?,300,558
,Turtle,What was the largest ever chelonian?,Archelon ischyros,559
,Turtle,Where is harvesting wild turtles legal?,Florida,560
,Turtle,Can turtles spend all their time underwater?,no,561
,Turtle,Is the name of the upper shell of a turtle called the plastron?,No.,562
,Turtle,Is turtle soup considered a delicacy?,No.,563
,Turtle,Where are turtle eggs layed?,on land,564
,Turtle,Where are the only surviving giant tortoises?,Seychelles and Galápagos Islands,565
,Turtle,Do scutes fall away from the turtle's shell?,Some of the scutes eventually fall away from the shell.,566
,Turtle,What was the largest ever chelonian?,The great letherback sea tutrtle,567
,Turtle,Where are the only surviving giant tortoises?,They are on the Seychelles and GalÃ¡pagos Islands.,568
,Turtle,Where are turtle eggs layed?,Turtles lay eggs on land.,569
,Turtle,How do turtles chew food?,Turtles use their jaws to cut and chew food,570
,Turtle,How do turtles chew food?,Turtles use their jaws to cut and chew food.,571
,Turtle,How many groups are turtles broken down into?,Two,572
,Turtle,Do Terrestrial tortoises have short feet?,yes,573
,Turtle,Are tortoises land based?,yes,574
,Turtle,Is turtle soup considered a delicacy?,yes,575
,Turtle,Are Testudines the crown group of the superorder Chelonia?,yes,576
,Turtle,Do turtles breathe air?,yes,577
,Turtle,Are harvesting wild turtles legal anywhere?,yes,578
,Turtle,Is there a way to approximate the age of a turtle?,yes,579
,Turtle,Do scutes fall away from the turtle's shell?,"yes, eventually",580
,Turtle,Do Terrestrial tortoises have short feet?,Yes.,581
,Turtle,Are tortoises land based?,Yes.,582
,Violin,How many strings does a violin usually have?,4,583
,Violin,What is someone who makes violins called?,a luthier,584
,Violin,What is someone who makes violins called?,"a luthier, or simply a violin maker",585
,Violin,What are violins made of?,different types of wood,586
,Violin,How many strings does a violin usually have?,four,587
,Violin,Whate is the usual pitch range of a violin?,from G3 to C8,588
,Violin,What are violins made of?,"maple, ebony, sheep gut",589
,Violin,Are violins a single size?,no,590
,Violin,How long have people been making instruments like violins?,since 1555,591
,Violin,How long have people been making instruments like violins?,since ancient times,592
,Violin,"Where does the word ""violin"" come from?",the Middle Latin word vitula,593
,Violin,"Where does the word ""violin"" come from?","the Middle Latin word vitula, meaning ""stringed instrument""",594
,Violin,Are violinists and fiddlers the same thing?,Yes,595
,Violin,Are violas and cellos in the same family of instruments as violins?,yes,596
,Xylophone,What is the earliest historical reference in Europe?,Arnold Schlick's Spiegel der Orgelmacher und Organisten,597
,Xylophone,How are western-style xylophones characterised?,"by a bright, sharp tone and high register",598
,Xylophone,Where did the xylophone originate?,Indonesia,599
,Xylophone,Were ancient mallets made of copper?,no,600
,Xylophone,Can a short bar follow a long bar?,no,601
,Xylophone,Are xylophone bars made of rosewood?,yes,602
,Xylophone,Is the xylophone a precursor to the vibraphone?,yes,603
,Xylophone,Can a xylophone be 3 octaves?,yes,604
,Xylophone,Did vibraphones exist in 1930?,yes,605
,,,,606
,,,,607
,,,,608
,,,,609
,,,,610
,,,,611
,,,,612
,,,,613
,,,,614
,,,,615
,,,,616
,,,,617
,,,,618
,,,,619
,,,,620
,,,,621
,,,,622
,,,,623
,,,,624
,,,,625
,,,,626
,,,,627
,,,,628
,,,,629
,,,,630
,,,,631
,,,,632
,,,,633
,,,,634
,,,,635
,,,,636
,,,,637
,,,,638
,,,,639
,,,,640
,,,,641
,,,,642
,,,,643
,,,,644
,,,,645
,,,,646
,,,,647
,,,,648
,,,,649
,,,,650
,,,,651
,,,,652
,,,,653
,,,,654
,,,,655
,,,,656
,,,,657
,,,,658
,,,,659
,,,,660
,,,,661
,,,,662
,,,,663
,,,,664
,,,,665
,,,,666
,,,,667
,,,,668
,,,,669
,,,,670
,,,,671
,,,,672
,,,,673
,,,,674
,,,,675
,,,,676
,,,,677
,,,,678
,,,,679
,,,,680
,,,,681
,,,,682
,,,,683
,,,,684
,,,,685
,,,,686
,,,,687
,,,,688
,,,,689
,,,,690
,,,,691
,,,,692
,,,,693
,,,,694
,,,,695
,,,,696
,,,,697
,,,,698
,,,,699
,,,,700
,,,,701
,,,,702
,,,,703
,,,,704
,,,,705
,,,,706
,,,,707
,,,,708
,,,,709
,,,,710
,,,,711
,,,,712
,,,,713
,,,,714
,,,,715
,,,,716
,,,,717
,,,,718
,,,,719
,,,,720
,,,,721
,,,,722
