test,intent,question,answer,counter
,Finland,"In what year were the ""Games of the XV Olympiad"" held?",1952,379
,Finland,"In what year were the ""Games of the XV Olympiad"" held?",1952,380
,Finland,What body of water lies to the south of Finland?,the Gulf of Finland,381
,Finland,What body of water lies to the south of Finland?,Archipelago Sea,382
,Finland,Name an animal that is growing in number due to recent conservation efforts,"Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)",383
,Finland,Name an animal that is growing in number due to recent conservation efforts,Golden Eagle,384
,Finland,"Today, are there more cell phone subscriptions than people in Finland?",yes,385
,Finland,"Today, are there more cell phone subscriptions than people in Finland?",Yes,386
,Finland,Is Matti Vanhanen the Prime Minister of Finland?,yes,387
,Finland,Is Matti Vanhanen the Prime Minister of Finland?,Yes,388
,Finland,Is the capital city Oslo?,no,389
,Finland,Is the capital city Oslo?,No,390
,Finland,Does it have a border with Norway?,yes,391
,Finland,Does it have a border with Norway?,Yes,392
,Finland,What is the life expectancy for men?,75 years,393
,Finland,What is the life expectancy for men?,75 years,394
,Finland,What is the biggest city in Finland?,Greater Helsinki,395
,Finland,What is the biggest city in Finland?,the cities of the Greater Helsinki metropolitan area,396
,Finland,Who is the most popular rock group in Finland?,CMX,397
,Finland,Who is the most popular rock group in Finland?,CMX,398
,Finland,What is Finland's economy like?,"a highly industrialised, free-market economy",399
,Finland,Where is Finland located?,Northern Europe,400
,Finland,Where is Finland located?,Northern Europe,401
,Finland,What is the weather like in summer?,relatively warm,402
,Finland,What is the weather like in summer?,relatively warm,403
,Finland,Does salmon remain the favorite of fly rod enthusiasts?,Yes,404
,Finland,Does salmon remain the favorite of fly rod enthusiasts?,Yes,405
,Finland,Are there cathedrals scattered all across Finland?,Yes,406
,Finland,Are there cathedrals scattered all across Finland?,Yes,407
,Finland,"According to Reader's Digest, is Finland best for living?",Yes,408
,Finland,"According to Reader's Digest, is Finland best for living?",Yes,409
,Finland,When did the first verifiable written documents appear?,Twelfth Century,410
,Finland,When did the first verifiable written documents appear?, The first verifiable written documents appeared in the twelfth century. ,411
,Finland,What is the capital city?,Helsinki,412
,Finland,What is the capital city?,The capital city is Helsinki. ,413
,Finland,What is the most extensively celebrated holiday?,Christmas,414
,Finland,What is the most extensively celebrated holiday?,Christmas is the most extensively celebrated holiday.,415
,Finland,Does a large proportion of the population speak Swedish as its mother tongue?,No,416
,Finland,Do women live longer than men?,Yes,417
,Finland,Do women live longer than men?,Yes,418
,Finland,What is a country with which Finland is involved in an international conflict?,None,419
,Finland,What is a country with which Finland is involved in an international conflict?,Finland is not involved in international conflicts or border disputes. ,420
,Gerald_Ford,Was Ford a member of the House of Representatives?,Yes,421
,Gerald_Ford,Was Ford a member of the House of Representatives?,yes,422
,Gerald_Ford,For how long was Ford a member of the House of Representatives?,Over eight years.,423
,Gerald_Ford,For how long was Ford a member of the House of Representatives?,Ford served for over eight years as the Republican Minority Leader of the United States House of Representatives,424
,Gerald_Ford,Was Gerald Ford a member of Delta Kappa Epsilon?,Yes,425
,Gerald_Ford,Was Gerald Ford a member of Delta Kappa Epsilon?,Yes,426
,Gerald_Ford,"Did ford get an award called ""Congressman's congressman""?",Yes,427
,Gerald_Ford,"Did ford get an award called ""Congressman's congressman""?",No,428
,Gerald_Ford,Did ford attend the University of Michigan?,Yes,429
,Gerald_Ford,Did ford attend the University of Michigan?,Yes,430
,Gerald_Ford,What positions Ford played in the school football team?,Center and linebacker,431
,Gerald_Ford,What positions Ford played in the school football team?,Captain,432
,Gerald_Ford,What did Ford say about his biological father?,He was abusive and had a history of hitting his mother.,433
,Gerald_Ford,What did Ford say about his biological father?,his biological father was abusive and had a history of hitting his mother,434
,Gerald_Ford,Who did Ford nominate for Vice President?,Bob Dole,435
,Gerald_Ford,Who did Ford nominate for Vice President?,Nelson Rockefeller,436
,Gerald_Ford,Was Ford active about Vietnamese affairs?,No,437
,\n,hard,hard,438
,Gerald_Ford,Was Ford active about Vietnamese affairs?,Yes,439
,Gerald_Ford,Had Ford's wife married before?,Yes,440
,Gerald_Ford,Had Ford's wife married before?,No,441
,Gerald_Ford,Is Ford related with the assassination of John F. Kennedy?,Yes,442
,Gerald_Ford,Was Gerald Ford the 38th President of the United States?,yes,443
,Gerald_Ford,Was Gerald Ford the 38th President of the United States?,yes,444
,Gerald_Ford,Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?,yes,445
,Gerald_Ford,Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?,yes,446
,Gerald_Ford,Was Ford an Eagle Scout?,yes,447
,Gerald_Ford,Was Ford an Eagle Scout?,yes,448
,Gerald_Ford,What district was Ford elected from?,Michigan's 5th congressional district,449
,Gerald_Ford,What district was Ford elected from?,Michigan's 5th congressional district,450
,Gerald_Ford,How many Eagle Scouts were involved in Ford's funeral procession?,400,451
,Gerald_Ford,How many Eagle Scouts were involved in Ford's funeral procession?,About 400,452
,Gerald_Ford,Which future Heisman Trophy winner did Ford tackle?,Jay Berwanger,453
,Gerald_Ford,Which future Heisman Trophy winner did Ford tackle?,Jay Berwanger,454
,Gerald_Ford,Has another US President been an Eagle Scout?,no,455
,Gerald_Ford,Has another US President been an Eagle Scout?,no,456
,Gerald_Ford,Did Ford need to do extra work to pay for college?,yes,457
,Gerald_Ford,Did Ford need to do extra work to pay for college?,yes,458
,Gerald_Ford,Have more than five Presidents lived past the age of 90?,no,459
,Gerald_Ford,Have more than five Presidents lived past the age of 90?,no,460
,Gerald_Ford,How do kwajalein and eniwetok relate?,The Monterey supported landings at both locations.,461
,Gerald_Ford,"What did Ford receive on April 13, 1942?",Ford received a commission as ensign in the US Naval Reserve.,462
,Gerald_Ford,Was Ford released from the hospital?,Yes.,463
,Gerald_Ford,"Was Ford interred at his Presidential Museum in Grand Rapids, Michigan?",Yes.,464
,Gerald_Ford,Is Ford one of only four former Presidents to live to 90 or more years of age ?,Yes.,465
,Gerald_Ford,Was Ford the last surviving member of the Warren Commission ?,Yes.,466
,Gerald_Ford,"Did Grand Rapids supporters not urge him to take on Bartel J. Jonkman , the incumbent Republican congressman ?",No.,467
,Gerald_Ford,Did they not claim Ford 's pardon was quid pro quo in exchange for Nixon 's resignation ?,They did claim Ford's pardon was quid pro quo.,468
,Ghana,Does Ghana have twice the per capita output of the poorer countries in West Africa?,yes,469
,Ghana,Does Ghana have twice the per capita output of the poorer countries in West Africa?,yes,470
,Ghana,Is English Ghana's official language?,yes,471
,Ghana,Is English Ghana's official language?,yes,472
,Ghana,Did the Dutch build the Elmina Castle?,No,473
,Ghana,Did the Dutch build the Elmina Castle?,no,474
,Ghana,When did Ghana achieve independence from the United Kingdom?,1957,475
,Ghana,When did Ghana achieve independence from the United Kingdom?,1957,476
,Ghana,How many regions is Ghana divided into?,10,477
,Ghana,How many regions is Ghana divided into?,10,478
,Ghana,Who is the head of state of Ghana?,President John Agyekum Kofuor,479
,Ghana,Who is the head of state of Ghana?,John Agyekum Kufuor,480
,Ghana,What is the dominant religion in Ghana?,Christian,481
,Ghana,What is the dominant religion in Ghana?,christian,482
,Ghana,What are the two subfamilies of the Native Ghanaian languages?,Kwa and Gur,483
,Ghana,What are the two subfamilies of the Native Ghanaian languages?,Kwa and Gur,484
,Ghana,What is the weather like at Lake Volta?,Warm and comparatively dry,485
,Ghana,What is the weather like at Lake Volta?,warm and comparatively dry,486
,Ghana,Is Ghana in Asia?,no,487
,Ghana,Is Ghana in Asia?,No,488
,Ghana,Is English the official language?,yes,489
,Ghana,Is English the official language?,Yes,490
,Ghana,Is Ghana's head of state John Agyekum Kufuor?,yes,491
,Ghana,Is Ghana's head of state John Agyekum Kufuor?,Yes,492
,Ghana,What does the word Ghana mean?,warrior king,493
,Ghana,What does the word Ghana mean?,Warrior King,494
,Ghana,Who was Kwame Nkrumah?,founder and first president,495
,Ghana,Who was Kwame Nkrumah?,founder and first president of the modern Ghanaian state,496
,Ghana,Where is old Ghana in relation to present Ghana?,500 miles north,497
,Ghana,Where is old Ghana in relation to present Ghana?,"500 miles north of the present Ghana, and occupied the area between Rivers Senegal and Niger",498
,Ghana,Who makes up Ghana's Parliament?,the New Patriotic Party and National Democratic Congress,499
,Ghana,Who makes up Ghana's Parliament?,the New Patriotic Party and National Democratic Congress,500
,Ghana,What European countries established states in Ghana?,The UK,501
,Ghana,What European countries established states in Ghana?,"Portugual, France, Britain, Netherlands",502
,Gray_Wolf,Does the Gray Wolf share an ancestry with the domestic dog?,Yes,503
,Gray_Wolf,Does the Gray Wolf share an ancestry with the domestic dog?,Yes.,504
,Gray_Wolf,Do wolf pups tend to have darker fur than adults?,Yes,505
,Gray_Wolf,Do wolf pups tend to have darker fur than adults?,"Yes, They do tend to have darker furs",506
,Gray_Wolf,Do wolves leave their pack?,Yes,507
,Gray_Wolf,Do wolves leave their pack?,They leave their birth pack when they reach sexual maturity,508
,Gray_Wolf,What kinds of coats do wolves have?,bulky coats with two layers,509
,Gray_Wolf,What kinds of coats do wolves have?,"Tough guard hairs that repel water and dirt, and a dense, water-resistant layer",510
,Gray_Wolf,Where do wolves have scent glands?,Helping the woldf to effectively navigate over large expanses while concurrently keeping others informed of its whereabouts.,511
,Gray_Wolf,Where do wolves have scent glands?,between a wolf's toes,512
,Gray_Wolf,How much do wolves weigh?,typically varies between 32 and 62 kilograms,513
,Gray_Wolf,How much do wolves weigh?,between 32 and 68 kilograms ,514
,Gray_Wolf,Why do wolves howl?,"Howling helps pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances. Howling also helps to call pack members to a specific location. Howling can also serve as a declaration of territory, as shown in a dominant wolf&apos;s tendency to respond to a human imitation of a ""rival"" wolf in an area the wolf considers its own. ",515
,Gray_Wolf,Why do wolves howl?,"To pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances",516
,Gray_Wolf,What is surplus killing?,Surplus killing is defined as the killing of several prey animals too numerous to eat at one sitting.,517
,Gray_Wolf,What is surplus killing?,the killing of several prey animals too numerous to eat at one sitting,518
,Gray_Wolf,Are Gray Wolves native to North America?,Yes,519
,Gray_Wolf,Are Gray Wolves native to North America?,No. Current theory suggests that it's from Eurasia,520
,Gray_Wolf,Is the Gray Wolf a mammal?,Yes,521
,Gray_Wolf,Is the Gray Wolf a mammal?,Yes,522
,Gray_Wolf,Are a wolf's teeth its main weapons?,Yes,523
,Gray_Wolf,Are a wolf's teeth its main weapons?,Yes,524
,Gray_Wolf,Are wolves built for stamina?,Yes,525
,Gray_Wolf,Are wolves built for stamina?,Yes,526
,Gray_Wolf,Where is the largest gray wolf population thought to be found?,Kazakhstan,527
,Gray_Wolf,Where is the largest gray wolf population thought to be found?,Kazakhstan,528
,Gray_Wolf,To what genus does the gray wolf belong?,Canis,529
,Gray_Wolf,To what genus does the gray wolf belong?,Canis,530
,Gray_Wolf,When do wolves molt?,Late Spring or Early Summer,531
,Gray_Wolf,When do wolves molt?,late spring or early summer,532
,Gray_Wolf,Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?,A pack can only suppport one littler per year,533
,Gray_Wolf,Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?,The pack tension rises as each mature wolf feels urged to mate,534
,Gray_Wolf,What type of tools do biologists use to capture wolves for tagging?,Darting and Foot hold traps.,535
,Gray_Wolf,What type of tools do biologists use to capture wolves for tagging?,Darting and foot hold traps,536
,Gray_Wolf,"Forward, erect ears and slightly bristle hackles are a sign of what in wolves?",Dominance,537
,Gray_Wolf,"Forward, erect ears and slightly bristle hackles are a sign of what in wolves?",Dominance,538
,Grover_Cleveland,Was Grover Cleveland born in New York?,no,539
,Grover_Cleveland,Was Grover Cleveland born in New York?,no,540
,Grover_Cleveland,Did Grover Cleveland win the 1884 election?,yes,541
,Grover_Cleveland,Did Grover Cleveland win the 1884 election?,yes,542
,Grover_Cleveland,Did Grover Cleveland support women's suffrage?,No,543
,Grover_Cleveland,Did Grover Cleveland support women's suffrage?,no,544
,Grover_Cleveland,Where was Grover Cleveland married?,In the White House,545
,Grover_Cleveland,Where was Grover Cleveland married?,in the Blue Room in the White House,546
,Grover_Cleveland,What did Cleveland die from?,A heart attack,547
,Grover_Cleveland,What did Cleveland die from?,a heart attack,548
,Grover_Cleveland,How many years after Cleveland left office did the U.S. win the Spanish-American War?,One Year,549
,Grover_Cleveland,How many years after Cleveland left office did the U.S. win the Spanish-American War?,one,550
,Grover_Cleveland,What did Cleveland's opponents say in 1884 to counter his innocent image?,That he had fathered an illegitimate child,551
,Grover_Cleveland,What did Cleveland's opponents say in 1884 to counter his innocent image?,that he had fathered an illegitimate child while he was a lawyer in Buffalo,552
,Grover_Cleveland,Who did Cleveland run against in 1884?,former Senator James G. Blaine of Maine,553
,Grover_Cleveland,Who did Cleveland run against in 1884?,James G. Blaine,554
,Grover_Cleveland,Why did Cleveland want to hide his cancer surgery from the public?,To avoid further market panic,555
,Grover_Cleveland,Why did Cleveland want to hide his cancer surgery from the public?,because of the financial depression of the country,556
,Grover_Cleveland,Was Grover Cleveland the twenty-seventh president of the United States?,No.,557
,Grover_Cleveland,Was Grover Cleveland the twenty-seventh president of the United States?,No.,558
,Grover_Cleveland,Is Grover Cleveland honest?,Yes.,559
,Grover_Cleveland,Is Grover Cleveland honest?,Yes.,560
,Grover_Cleveland,Was Grover Cleveland married in the whitehouse?,Yes.,561
,Grover_Cleveland,Was Grover Cleveland married in the whitehouse?,Yes.,562
,Grover_Cleveland,"When was he elected sheriff of Erire County, New York?",Yes.,563
,Grover_Cleveland,"When was he elected sheriff of Erire County, New York?",1870,564
,Grover_Cleveland,When did he die?,June 24 1908,565
,Grover_Cleveland,When did he die?,1908 ,566
,Grover_Cleveland,Which election did Grover Cleveland win?,1884 and 1892 presidential elections,567
,Grover_Cleveland,Who were Grover Cleveland's parents?,"Cleveland was born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal.",568
,Grover_Cleveland,Who were Grover Cleveland's parents?,Reverend Richard Cleveland and Anne Neal.,569
,Grover_Cleveland,How many children did Grover Cleveland have?,5,570
,Grover_Cleveland,How many children did Grover Cleveland have?,Six.,571
,Grover_Cleveland,Who lost control of his party to the agrarians and silverites in 1896?,Grover Cleveland,572
,Grover_Cleveland,Is it true that he sent in federal troops to chicago?,yes,573
,Grover_Cleveland,"Was Cleveland born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal?",yes,574
,Grover_Cleveland,"Was Grover Cleveland elected Sheriff of Erie County, New York?",yes,575
,Grover_Cleveland,Was Cleveland 's portrait on the U.S. $ 1000 bill from 1928 to 1946 ?,yes,576
,Grover_Cleveland,Is he buried in the Princeton Cemetery of the Nassau Presbyterian Church ?,yes,577
,Grover_Cleveland,Did the Department of the Interior not charge that the rights of way for this land must be returned to the public because the railroads failed to extend their lines according to agreements ?,yes,578
,Grover_Cleveland,"Did the team , sedating Cleveland with nitrous oxide -LRB- laughing gas -RRB- , not remove his upper left jaw and portions of his hard palate ?",yes,579
,Henri_Becquerel,He became chief engineer in the Department of Bridges and Highways in what year?,in 1894,580
,Henri_Becquerel,What led Becquerel to investigate the spontaneous emission of nuclear radiation?,phographic plates being fully exposed,581
,Henri_Becquerel,Is it true that he married louise désirée lorieux in 1890?,yes,582
,Henri_Becquerel,Is it true that he shared the nobel prize in physics?,yes,583
,Henri_Becquerel,When did he marry louise désirée lorieux?,1890,584
,Henri_Becquerel,Was Becquerel elected Permanent Secretary of the Académie des Sciences?,yes,585
,Henri_Becquerel,"Was Becquerel born in Paris into a family which, including he and his son Jean, produced four generations of scientists?",yes,586
,Henri_Becquerel,Who won the 1903 Nobel Prize in Physics for discovering radioactivity ?,Henri Becquerel,587
,Henri_Becquerel,Did he not die at the age of 55 in Le Croisic ?,Yes he died at the age of 55,588
,Henri_Becquerel,Did one places between the phosphorescent substance and the paper a piece of money or a metal screen not pierce with a cut-out design ?,yes,589
,Henri_Becquerel,What happened in 1896?, Becquerel accidentally discovered radioactivity.,590
,Henri_Becquerel,What happened with a bromide emulsion in two sheets of very thick black paper?,the plate does not become clouded upon being exposed to the sun for a day,591
,Henri_Becquerel,Is there a becquerel crater on the moon and a becquerel crater on mars?,yes,592
,Indonesia,Are the Javanese the largest and politically dominant ethnic group in Indonesia?,yes,593
,Indonesia,Are the Javanese the largest and politically dominant ethnic group in Indonesia?,Yes,594
,Indonesia,Is Indonesia a monarchy with a presidential system?,no,595
,Indonesia,Is Indonesia a monarchy with a presidential system?,No,596
,Indonesia,Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?,yes,597
,Indonesia,Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?,Yes,598
,Indonesia,In what year did East Timor secede from Indonesia?,1999,599
,Indonesia,In what year did East Timor secede from Indonesia?,1999,600
,Indonesia,When did Islam become the dominant religion in Java and Sumatra?,the end of the 16th century,601
,Indonesia,When did Islam become the dominant religion in Java and Sumatra?,by the end of the 16th century,602
,Indonesia,Does Indonesia have the world's hightest level of biodiversity?,no,603
,Indonesia,Does Indonesia have the world's hightest level of biodiversity?,No,604
,Indonesia,Was Indonesia named after it became an independent country?,no,605
,Indonesia,Was Indonesia named after it became an independent country?,No,606
,Indonesia,Why did Indonesia break off relations with the People's Republic of China?,because of anti-communist purges early in the Suharto era,607
,Indonesia,Why did Indonesia break off relations with the People's Republic of China?,anti-communist purges early in the Suharto era,608
,Indonesia,Which spice originally attracted Europeans to Indonesia?,"nutmeg, cloves, or cubeb pepper",609
,Indonesia,Which spice originally attracted Europeans to Indonesia?,"nutmeg, cloves, and cubeb pepper",610
,Indonesia,What is Jakarta?,Indonesia's special capital region,611
,Indonesia,"What shares land borders with Papua New Guinea, East Timor and Malaysia?",Indonesia,612
,Indonesia,What are the largest and politically dominant ethnic group?,the Javanese,613
,Indonesia,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,614
,Indonesia,Is it true that indonesia has vast areas of wilderness?,yes,615
,Indonesia,Is Indonesia a republic?,yes,616
,Indonesia,Are Sports in Indonesia generally male-orientated?,yes,617
,Indonesia,Is Indonesia the world's largest archipelagic state?,yes,618
,Indonesia,Are sports in Indonesia generally male-orientated and spectator sports are often associated with illegal gambling ?,yes,619
,Indonesia,Is Pencak Silat an Indonesian martial art ?,yes,620
,Indonesia,Has Indonesia the world 's largest Muslim population ?,yes,621
,Indonesia,Who has its own political legislature and governor ?,each province,622
,Indonesia,Is it the world 's largest archipelagic state?,yes,623
,Indonesia,Is it the world 's fourth most populous country and the most populous muslim-majority nation?,yes,624
,Indonesia,Is indonesia a republic?,yes,625
,Isaac_Newton,What Eves?,NULL,626
,James_Monroe,Is James Monrow the fifth president of US?,Yes,627
,James_Monroe,Is James Monrow the fifth president of US?,Yes.,628
,James_Monroe,What is the first word on the page?,James,629
,James_Monroe,What is the first word on the page?,James_Monroe,630
,James_Monroe,What is the first number on the page?,28,631
,James_Monroe,What is the first number on the page?,28,632
,James_Monroe,When did Monroe's presidency expired?,"March 4, 1825",633
,James_Monroe,When did Monroe's presidency expired?,"March 4, 1825.",634
,James_Monroe,What is Monroe's father's name?,Spence,635
,James_Monroe,What is Monroe's father's name?,Spence Monroe.,636
,James_Monroe,What is Monroe's daughter's name?,Maria Hester Monroe Gouverneur,637
,James_Monroe,What is Monroe's daughter's name?,Maria Hester Monroe Gouverneur,638
,James_Monroe,"What does ""Era of Good Feelings"" refers to?",Reduced tension,639
,James_Monroe,"What does ""Era of Good Feelings"" refers to?","Monroe allowed his political base to decay, which reduced tensions and led to the naming of his era as the ""Era of Good Feelings"".",640
,James_Monroe,Did Monroe' wedding happen at the Trinity Church in New York?,Yes,641
,James_Monroe,Did Monroe' wedding happen at the Trinity Church in New York?,Yes,642
,James_Monroe,What is Monroe Doctrine?,A doctrine declaring U.S. opposition to European interference in the Americas.,643
,James_Monroe,What is Monroe Doctrine?,"In it, Monroe proclaimed the Americas should be free from future European colonization and free from European interference in sovereign countries' affairs. It further stated the United States' intention to stay neutral in European wars and wars between European powers and their colonies, but to consider any new colonies or interference with independent countries in the Americas as hostile acts toward the United States. ",644
,James_Monroe,Was James Monroe President of the United States?,yes,645
,James_Monroe,Was James Monroe President of the United States?,Yes,646
,James_Monroe,Did James Monroe attend the College of William and Mary?,yes,647
,James_Monroe,Did James Monroe attend the College of William and Mary?,Yes,648
,James_Monroe,Did James Monroe fight in the Continental Army?,yes,649
,James_Monroe,Did James Monroe fight in the Continental Army?,Yes,650
,James_Monroe,Where was James Monroe born?,"Westmoreland County, Virginia",651
,James_Monroe,Where was James Monroe born?,"Westmoreland County, Virginia",652
,James_Monroe,Where was James Monroe shot?,"at the Battle of Trenton, in his left shoulder",653
,James_Monroe,Where was James Monroe shot?,The Battle of Trenton,654
,James_Monroe,Who did James Monroe marry?,Elizabeth Kortright,655
,James_Monroe,Who did James Monroe marry?,Elizabeth Kortright,656
,James_Monroe,What did James Monroe do before being elected governor?,He practiced law in Virginia.,657
,James_Monroe,What did James Monroe do before being elected governor?,He practiced law,658
,James_Monroe,In which years were John Monroe elected as President?,1817-1825,659
,James_Monroe,In which years were John Monroe elected as President?,1817-1825,660
,James_Monroe,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,George Washington,661
,James_Monroe,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,George Washington,662
,James_Monroe,When was James Monroe appointed to Secretary of War?,1814,663
,James_Monroe,When did James Monroe die?,"July 4, 1831",664
,James_Monroe,When did James Monroe graduate from William and Mary?,1776,665
,James_Monroe,When was James Monroe elected president?,"Monroe was elected president in the election of 1816, and re-elected in 1820.",666
,James_Monroe,Which property did James Monroe sell in 1817?,Monroe Hill on the grounds of the University of Virginia.,667
,James_Monroe,When did James Monroe introduce the Monroe Doctrine?,"December 2, 1823",668
,James_Monroe,Who did James Monroe live with in New York City?,His daughter Maria Hester Monroe Gouverneur,669
,James_Monroe,What did James Monroe's letters not contain?,No letters survive in which he might have discussed his religious beliefs.,670
,James_Monroe,What was the result of the rejection of the Jay Treaty?,"As a result, the two nations moved closer toward the War of 1812. ",671
,James_Monroe,Who is depicted holding the flag in the famous painting of Washington Crossing the Delaware?,Monroe,672
,James_Monroe,"What dwindled and eventually died out, starting with the Hartford Convention?",The Federalist Party,673
,James_Monroe,Is it true that he practiced law in fredericksburg?,yes,674
,James_Monroe,What did James Monroe make in 1817?,two long tours,675
,James_Monroe,Was Monroe anticlerical?,no,676
,James_Monroe,Was Monroe appointed Minister to France from 1794 to 1796?,yes,677
,James_Monroe,What expired on March?,Monroe's presidency,678
,James_Monroe,Had Monroe racked up many debts during his years of public life ?,yes,679
,James_Monroe,Who dismantled partisan and sectional coalitions ?,many congressmen,680
,James_Monroe,Had Monroe racked up many debts during his years of public life ?,yes,681
,James_Monroe,What happened in 1811?,Monroe returned to the Virginia House of Delegates and was elected to another term as governor of Virginia,682
,James_Monroe,What happened in the election of 1816?,Monroe was elected president,683
,James_Watt,Who died in childbirth in 1772?,Margaret Miller,684
,James_Watt,Who died in 1832?,Margaret Miller.,685
,James_Watt,"Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?",Yes.,686
,James_Watt,"Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution?",Yes.,687
,James_Watt,Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?,Yes.,688
,James_Watt,"Four years after opening his shop , Watt began what?","Watt began to experiment with steam after his friend, Professor John Robison, called his attention to it.",689
,James_Watt,Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?,Yes.,690
,John_Adams,Did John Adams represent the Continental Congress in Europe?,Yes.,691
,John_Adams,Did John Adams represent the Continental Congress in Europe?,yes,692
,John_Adams,Was Adams raised Congregationalist?,Yes.,693
,John_Adams,Was Adams raised Congregationalist?,yes,694
,John_Adams,Was Adams an opponent of the Stamp Act?,Yes.,695
,John_Adams,Was Adams an opponent of the Stamp Act?,yes,696
,John_Adams,When did Adams graduate from college?,1755.,697
,John_Adams,When did Adams graduate from college?,1755,698
,John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,"Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman.",699
,John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,"Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman",700
,John_Adams,What did Jefferson call John Adams?,"The ""Colossus of Independence"".",701
,John_Adams,What did Jefferson call John Adams?,Colossus of Independence,702
,John_Adams,What was Adams' political party?,The Federalist Party.,703
,John_Adams,What was Adams' political party?,Federalist,704
,John_Adams,Was Adams the first to introduce a bicameral legislature?,Yes.,705
,John_Adams,Was Adams the first to introduce a bicameral legislature?,yes,706
,John_Adams,Did John Adams get along with Alexander Hamilton?,No.,707
,John_Adams,Did John Adams get along with Alexander Hamilton?,no,708
,John_Adams,Did John Adams go to Harvard? ,yes,709
,John_Adams,Did John Adams go to Harvard? ,Yes,710
,John_Adams,Did John Adams support the Stamp Act of 1765?,No,711
,John_Adams,Did John Adams support the Stamp Act of 1765?,No,712
,John_Adams,Is Adams' birthplace part of a national park?,yes,713
,John_Adams,Is Adams' birthplace part of a national park?,Yes,714
,John_Adams,When did John Adams serve as Vice President?,1789-1797,715
,John_Adams,When did John Adams serve as Vice President?,1789-1797,716
,John_Adams,With what party did Adams run for presidency?,The Federalist Party,717
,John_Adams,With what party did Adams run for presidency?,The Federalist Party,718
,John_Adams,Where is Adams buried?,United First Parish Church,719
,John_Adams,Where is Adams buried?,United First Parish Church,720
,John_Adams,Who were the midnight judges?,"They were a series of judges, so called because most of them were formally appointed days before Adams' presidential term expired",721
,John_Adams,Who were the midnight judges?,They were judges formally appointed days before Adams term expired,722
,John_Adams,In what ways was Adams opposed by Anderw Hamilton?,Hamilton wanted to control the army differently than Adams,723
,John_Adams,What information did he record in his diary?,Descriptions of events and ompressions of men,724
,John_Adams,What information did he record in his diary?,He wrote descriptions of events and impressions of men,725
,John_Adams,Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?,John Adams,726
,John_Adams,Who represented the Continental Congress in Europe?,John Adams,727
,John_Adams,What is now part of Adams National Historical Park?,John Adams' birthplace,728
,John_Adams,Is it true that adams had spent some time as the ambassador?,yes,729
,John_Adams,Is it true that massachuS08_setts sent him in 1774?,yes,730
,John_Adams,Who did MassachuS08_setts send in 1774?,John Adams,731
,John_Adams,"Are his last words often quoted as "" Thomas Jefferson survives "" . ?",yes,732
,John_Adams,"The John Adams Library , housed at the Boston Public Library , contains what?","Adams's personal collection of more than 3,500 volumes",733
,John_Adams,Adams ' opponents were what?,Democratic Republicans,734
,John_Adams,"Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?",No.,735
,John_Adams,What happened in 1764?,Adams married Abigail Smith,736
,kangaroo,Is a kangaroo a reptile?,no,737
,kangaroo,Is a kangaroo a reptile?,No,738
,kangaroo,Is a kangaroo on the Australian coat of arms?,yes,739
,kangaroo,Is a kangaroo on the Australian coat of arms?,Yes,740
,kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",yes,741
,kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",Yes,742
,kangaroo,What is a collective noun for kangaroos?,"mob, troop, or court",743
,kangaroo,What is a collective noun for kangaroos?,"Mob, troop, or court",744
,kangaroo,Where do joeys complete postnatal development?,marsupium,745
,kangaroo,Where do joeys complete postnatal development?,A pouch called a marsupium,746
,kangaroo,"What do kangaroos use for ""crawl-walking?""",its hind feet,747
,kangaroo,"What do kangaroos use for ""crawl-walking?""",Their hind feet and their tails,748
,kangaroo,Why do kangaroos have a wide bite?,The two sides of the lower jaw are not joined together and the lower incisors are farther apart.,749
,kangaroo,Why do kangaroos have a wide bite?,Because of grazing,750
,kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,bacteria,751
